Cluster,Age,Income,Total_Spending,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Recency
0,59.32867132867133,58957.25058275058,879.8508158508158,7.888111888111888,7.713286713286713,6.487179487179487,46.32167832167832
1,51.45225225225225,34242.01891891892,105.54234234234234,2.1837837837837837,3.282882882882883,6.513513513513513,24.228828828828828
2,46.775061124694375,74705.293398533,1280.562347188264,4.74083129584352,8.7799511002445,2.880195599022005,47.57457212713936
3,53.83551401869159,35824.48878504673,121.57757009345795,2.366355140186916,3.3682242990654205,6.54018691588785,75.35327102803738
4,69.60450160771704,71796.95016077171,1067.8456591639872,4.327974276527331,7.855305466237942,2.662379421221865,54.31189710610933
5,47.0,666666.0,62.0,3.0,3.0,6.0,23.0
